timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,src_asn,src_country,dst_asn,dst_country,pattern_type,entity_id
2026-09-03T18:23:17.696771+00:00,188.196.1.79,8.192.217.58,8332,8333,f0d15ebab714b4d4882a26e984ba52e7b2ba9936015dd99448bfcd0dcaa48199,1vZowMGbMGiTKaGSQfXFeWyeTHPwv11Q2j,"bc1q2esxvxhz5nja5rtc8sk5jcnns7qgeh6td2yqqv,1BYnaTCY88n1yoTZwmYK6NPBnkFwT5tQhB",25.0,"0.44818821,24.5511702",0.00064159,p2sh,AS13335,DE,AS16509,SG,peel_chain,wallet_00014
2026-09-03T18:47:28.696771+00:00,87.198.44.202,13.228.117.170,18333,8333,a921286da9cf5ce6bcb892114b43adfe65b10198bedaf5e51c9cbd8cde32ce93,bc1qxss0g58k5lj3hudte4z6qgvax9xqx2l2pr95wy,13b1WioUUGR8U7cKSEaoH4QpyTdQmowqtX,0.14921453,0.14855071,0.00066382,p2sh,AS15169,CN,AS15169,JP,benign,wallet_00015
2026-09-03T18:25:05.696771+00:00,72.77.73.112,170.69.126.94,18333,8333,163704d2b1cdc6100d769963118808ae3ca8648810879bdb37eff353d6e990dd,bc1q7ntcu8as59dtr8vzxryplvpqdxlvf6ljhp0ylr,"3j2828JpBAsTNxPuByrsi8d3Heown6FidQ,1Aqo5s6rt2xqk49mKKh67aRVUVEH2P9ehW",0.94919363,"0.21376834,0.73523163",0.00019366,p2sh,AS7018,DE,AS16509,US,benign,wallet_00016
2026-09-03T18:21:38.696771+00:00,209.228.169.27,61.233.56.159,8332,8333,74c2733a89bda03ea5abd34c2ea07b94ccbf53b49c044ffb3ac6facc4ecfcdea,bc1quk6u9fnldpw7q7uua6870waml0q869qnyvulnq,"38zgwC8pqGbNyHfoeTxdag4gXbCCnvU5M1,bc1qc2l9ujgunc35zswarz4lk8uam8ayj9tv3u07su",1.93008423,"0.67850716,1.25124342",0.00033365,p2sh,AS13335,JP,AS8075,NL,benign,wallet_00017
2026-09-03T18:44:01.696771+00:00,1.130.166.35,220.5.52.106,50124,8333,3471cecb0e0a65836d0fb3094d4a4e03b792c27b5a24e9bc431ee78978e11d74,"1S7YdKqAzgRL8T1mswhVorHrg6XMYNGBR9,bc1q4phpszxc53syswt4a6790g07extq45lg99we7m,bc1q9g8u4epnrf2wh7f48ykr7up5adeeja6026dr6e,1qActbr1iP4EdZN9eRGp7oZQ7B4nHGCfEt","151ak9s6z22rzQ8RA1688dDPwn594QtcB1,bc1qphmjdhq8hmff80jeedxmh7k5csuuf4kdahgm3h","0.34884591,1.17867278,0.49980215,0.72788629","1.37751545,1.37751546",0.00017622,p2pkh,AS16276,BR,AS16509,JP,mixer,wallet_00018
2026-09-03T18:36:09.696771+00:00,57.177.132.208,33.115.78.124,52140,8333,25866cd3c7237426076b68de27b9f088066a613943721d274f8919530f679c9b,1BYnaTCY88n1yoTZwmYK6NPBnkFwT5tQhB,"1hj7521zWk8EtHq2nwDtpuRm5Bc85S2aBy,1ePGLT2sWzyC8Ki2kY8hdD3QHnJVni2Qa2",24.5511702,"0.18764249,24.36282276",0.00070495,p2wpkh,AS7018,BR,AS16509,SG,peel_chain,wallet_00019
2026-09-03T18:52:33.696771+00:00,184.194.105.98,126.79.102.135,49152,8333,da78174ffa6992e5efaef6b1a620b18d985236d0d26228bf2c1ac5734b89cdb4,32NYveucDxB1ZMpgVgLyvDVCqpnUnwhJn2,1JKuZCKHGLrz2ajNkEcCwSZe7PDXTPHiVR,0.01647333,0.01590193,0.0005714,p2wpkh,AS13335,GB,AS16276,RU,benign,wallet_00020
2026-09-03T18:23:52.696771+00:00,53.247.200.97,136.159.167.159,18333,8333,0df33fa49c11ae978e4e40c412c48326b72ea1d2fc2c783b29d678cd0d9b0f36,bc1quk6u9fnldpw7q7uua6870waml0q869qnyvulnq,"1gvyoR3KLKSqP8ZNifaxWxB6TuL2ffWb5M,bc1qsv08s9jry268wu9efhzfkejpttx4nz9j4728k7",0.23638889,"0.1120325,0.12413014",0.00022625,p2pkh,AS7018,GB,AS16509,JP,benign,wallet_00021
2026-09-03T18:30:21.696771+00:00,146.115.10.124,79.3.67.143,8332,8333,7e6ea6d155e4daa04d1e66f371be17e258879c09bdee3e2fa4a0a8c9bd5f4463,"bc1q8pznjyqmw9xwklsf95sg7ddxqknxsrzz0w84tl,1LM1vz27VLeYWZBGKckY4Jd7HWbQAdTTqh,bc1q2esxvxhz5nja5rtc8sk5jcnns7qgeh6td2yqqv,bc1q3agz8z8vtzc0528vre9qu4vrsm7mpsmhgmhdkr,bc1qcul8mwdks0879n07p0phrdk3s3aut8hefv4tgs,1PF7diG1hxadonHrCW3KtnX2T8LGhGYakK","3YyAoqqsDbaxr7RvrJ7cDEhRrJW4vHXb7z,11ZaCq8iGKjqrzcM1cTViUECNTFWXn2yVT","1.49333258,0.98359907,1.12239177,0.84774365,0.41352398,0.5766179","2.71848801,2.718488",0.00023294,p2wpkh,AS16509,JP,AS8075,JP,mixer,wallet_00022
2026-09-03T18:36:11.696771+00:00,152.156.204.205,13.90.194.143,8332,8333,2b513f4ac969e83cb0c4a3995bbcf7c03b0908e3256358a6c5b9d8d365c03540,bc1qa2lvtcysf5p8543kqc0fmglwtmq344w8904cf3,"1hj7521zWk8EtHq2nwDtpuRm5Bc85S2aBy,1tygQKRAu9yb5N1TSdjknBeAVkY4bSVFxH",1.49070089,"0.69654332,0.79377428",0.00038329,p2wpkh,AS13335,JP,AS24940,SG,benign,wallet_00023
2026-09-03T19:06:25.696771+00:00,130.36.38.118,24.213.93.228,8332,8333,6ff96c7284ecd2842f65cdf10618448b0de3ae0c5f04f6aafd67b552cb0f2fc4,"bc1qx7r2lkyr37jnnmuxgxyg9evqp9mp6mk8xwd4wq,3MrtkF38RNCJ4eyXbHYCNipiveQZYEppsh,1gvyoR3KLKSqP8ZNifaxWxB6TuL2ffWb5M,13b1WioUUGR8U7cKSEaoH4QpyTdQmowqtX","3yuucqtLSjzrDXGm4R7DwQXtEYH6E59xYc,1DhieY5iu19wEpQ7M8EZy3pXHLiBoes5go","0.94292788,0.46767248,0.96737252,0.61897902","1.49811884,1.49811884",0.00071422,p2sh,AS15169,DE,AS13335,DE,mixer,wallet_00024
2026-09-03T19:00:43.696771+00:00,194.214.23.101,200.153.73.124,50124,8333,e4322c33058354dac645e597236a71ef97d8c4daf567b0f4da0362fcfe9e67a4,18D1SEmzKr5CZ2yB1rDxoAJSPVyrgdoMZ4,"bc1qzenfkj3cjt8wklkh93a0pdsr0e9tx79yn4z8gy,3S4GQsRMqBT6n6U5W4Abpi7YM7vYgnGYMF",0.62252749,"0.03032758,0.59170938",0.00049053,p2sh,AS7018,NL,AS7018,JP,benign,wallet_00025
2026-09-03T18:55:13.696771+00:00,201.124.204.121,28.159.151.87,52140,8333,0d75810026605c3eb62c4154d2079920d26f6fd302de7f08861fa1a379c922ab,bc1qgweyer7p5s4urcrysefwqf7vcqsu43827nknft,3j2828JpBAsTNxPuByrsi8d3Heown6FidQ,0.24167249,0.24140264,0.00026985,p2pkh,AS16509,NL,AS7018,BR,benign,wallet_00026
2026-09-03T19:13:25.696771+00:00,180.204.253.127,150.54.82.141,49152,8333,56696fbbeee1336916686e070d9ba869a31f6fc79d59e6903ad44623b9be72a5,bc1quk6u9fnldpw7q7uua6870waml0q869qnyvulnq,14ZgKkW3XANAvTHXNGW8aZt9cWYKoXMXsh,1.16328685,1.16303774,0.00024911,p2wpkh,AS16276,RU,AS16276,SG,benign,wallet_00027
2026-09-03T18:49:25.696771+00:00,23.181.251.97,85.193.19.223,50124,8333,e9d1e884cda841f5397f880709d1fbe61d94a8bcf8b3001256a7921b51ac3cc1,35HJfBoWZFutk8ioPxapV7WKsAyRpJ8NrU,bc1qlzrt007yqta5ry692s4nhpphwc8jp6qudqgurv,0.07588075,0.0753383,0.00054245,p2pkh,AS15169,NL,AS16276,JP,benign,wallet_00028
2026-09-03T19:24:25.696771+00:00,15.16.88.113,51.57.193.89,52140,8333,63d811ee19e7a08801067a2cbb3c74a57076a7a209c1549a66a78e32dea9805e,3Sveu22iFj6cWng1KgcyU9znmHeapHTC4g,"1JKuZCKHGLrz2ajNkEcCwSZe7PDXTPHiVR,bc1qvj6yv0n0nzxmfmjxav6xnwg0t9fphagz93yp6a",1.8864718,"0.79842035,1.08788664",0.00016481,p2pkh,AS7018,CH,AS7018,RU,benign,wallet_00029
2026-09-03T18:37:43.696771+00:00,28.14.209.154,110.65.179.181,8333,8333,2652b873b74a477ac761a84c0f7772d88f31b63962284c6243788b43fe617cec,1ePGLT2sWzyC8Ki2kY8hdD3QHnJVni2Qa2,"1CYKpv3AAwCURTF8GP45uMVVY8FgWrRHBf,1JTFaJkeFPozPALnn3oCipyBQMrGApaRpF",24.36282276,"0.39764632,23.96467842",0.00049802,p2sh,AS7018,CN,AS13335,CH,peel_chain,wallet_00030
2026-09-03T18:49:12.696771+00:00,181.162.232.231,57.139.222.16,8333,8333,649999155ed71ba3ea187a99e136101c5f564013f7b3a59105517f39e766ad66,3MrtkF38RNCJ4eyXbHYCNipiveQZYEppsh,bc1qcv7w06hdr2v4gsdg6ejtyuls302gpnpq3qmvrz,1.03949274,1.03892346,0.00056928,p2wpkh,AS15169,NL,AS13335,JP,benign,wallet_00031
2026-09-03T18:34:41.696771+00:00,184.194.105.98,22.135.240.46,49152,8333,5f4918a064e330d0f51a51a5c7bee043fd36f0e3ce7e806f2440d97dc0f1627b,"bc1qqju5wj4y6df2y8rqz6e5cqj9y5x7dgg02528kj,32ynV1LvoQLQftmHViDcQ5GLLaRMYUxeMu,bc1q8pznjyqmw9xwklsf95sg7ddxqknxsrzz0w84tl,bc1q3agz8z8vtzc0528vre9qu4vrsm7mpsmhgmhdkr,1rrURWMcmMYv5vDQzSjhSGSgPAGpT81xAZ,bc1qljfy7d686437f35fpkyufz7m7fx64lap6ptuxu","bc1qufgf4a6v906cmk6ntqks9mshtumsx9nqdpwnt5,bc1qarxcr5q7jeqnn3t3cd3z3hjspxsrpqyv5tplal","0.2329981,0.45641161,1.34669134,0.28763505,0.60644617,0.84387673","1.88688949,1.88688949",0.00028002,p2pkh,AS7018,NL,AS24940,JP,mixer,wallet_00032
2026-09-03T18:29:04.696771+00:00,68.11.205.153,95.80.219.251,8333,8333,b8e0a80760bb44d0ccfde818edeaa958e04b47c3f5eea24220195245777d9397,33D1chMRtgtL82f4EaCKKMmhkX8wxh9Jgp,"12gU4HjKUV4DKwZ83GxvJgU22Ba5FRhA4F,3hRHiH4ScWqiJVrgqL9rjSKfUdkKznxsTm",1.41351466,"0.32922263,1.08370559",0.00058644,p2pkh,AS7018,CH,AS16509,BR,benign,wallet_00033
2026-09-03T18:28:43.696771+00:00,51.243.81.235,149.141.136.61,52140,8333,1ca8f6b5dc2f34096ba66b252912103e9dc052b2a59ce02fee4e43b56de58684,3Q7m6UfioQNNUjuo5oecjiG7Cz5fhywM3j,"1hucWB1bXj73gr5RdaN5EsVvoroqmue985,1wPUvf2MJ5B43xKSNk6hEfa9mEEVAx4BTH",0.15259073,"0.06543781,0.08659971",0.00055321,p2sh,AS8075,RU,AS24940,JP,benign,wallet_00034
2026-09-03T19:15:33.696771+00:00,50.57.79.47,15.2.144.35,8333,8333,cab56adde7e19985c87a2394e6d1ef504778c3a56134e7ff2f36be9e22ab119d,1JTFaJkeFPozPALnn3oCipyBQMrGApaRpF,"33D1chMRtgtL82f4EaCKKMmhkX8wxh9Jgp,1Ry8EM3ZR5uVKHbKNCeHHBD2eJoAFVtBUt",23.96467842,"0.09732372,23.86705094",0.00030376,p2sh,AS13335,SG,AS16509,CH,peel_chain,wallet_00035
2026-09-03T19:44:01.696771+00:00,108.238.79.107,56.186.221.242,8333,8333,6c2544eef4d3fb3f9dbcc51386f7d593a88b209f6ec50db851eaf8a66f108fee,bc1qgyhc6qr9pxj6gr0d3urtws52hdd44gy6mwz7yx,1hj7521zWk8EtHq2nwDtpuRm5Bc85S2aBy,0.46334061,0.46301882,0.00032179,p2pkh,AS8075,GB,AS15169,NL,benign,wallet_00036
2026-09-03T18:45:46.696771+00:00,20.159.240.237,22.40.85.164,8332,8333,b1b3a7c621eca4f50c50028e58205e55e6c9845f282e500627afd99dd79402e8,bc1q3vqhydet2ylrw6wescw5n3sndjx4kucq56fwjz,bc1qm3m5lc89jd3vqsq7prr8x4qy0j6fsf3ytqtcqz,0.92272594,0.92237401,0.00035193,p2wpkh,AS16509,BR,AS24940,NL,benign,wallet_00037
2026-09-03T19:27:27.696771+00:00,50.192.57.145,115.242.222.249,8332,8333,5ab647b6c3ca25286a820c5c5670e43bd7b3062ae1276be05d1ef9c30a85185d,1MGWLRcbtwMWPuywNAQcvTkWFx9dLcF8ke,"3Q7m6UfioQNNUjuo5oecjiG7Cz5fhywM3j,1sbrKsvZAycKmrpjr56o7ZoRPYzAovPQ36",1.57837222,"0.24870709,1.32943799",0.00022714,p2wpkh,AS7018,CN,AS13335,RU,benign,wallet_00038
2026-09-03T19:10:10.696771+00:00,87.198.44.202,162.74.214.15,8333,8333,a141598a5d8921eaccc10a4cb8334d7d324d4109dccae6e8f658c59e3ab66a64,bc1q2esxvxhz5nja5rtc8sk5jcnns7qgeh6td2yqqv,"32NYveucDxB1ZMpgVgLyvDVCqpnUnwhJn2,39iwjhGvB3XE9srjPouppfr1CDHZuJHq6j",0.53705858,"0.4481643,0.08818376",0.00071052,p2sh,AS7018,RU,AS7018,NL,benign,wallet_00039
2026-09-03T19:39:53.696771+00:00,44.53.102.36,48.171.227.12,49152,8333,c1cd89f29696ab1c0f73f7f778a41f1b314c5a64d2443c28a35a6343e6fc9154,3zcvzcM3zHkuM9HS3bhMconc4zA74DpoNY,14ZgKkW3XANAvTHXNGW8aZt9cWYKoXMXsh,1.10510338,1.10433585,0.00076753,p2wpkh,AS8075,GB,AS16276,RU,benign,wallet_00040
2026-09-03T19:03:21.696771+00:00,205.82.190.113,193.167.186.194,50124,8333,9b4f153be04885de4dd77f5a52ff6a9c4aa4771f0f172beca4b043df82f0995e,1LM1vz27VLeYWZBGKckY4Jd7HWbQAdTTqh,"bc1quk6u9fnldpw7q7uua6870waml0q869qnyvulnq,12JEUkL8hAhziZn7Ythr6CZRbutiUe63XQ",1.91948391,"0.64024088,1.27903018",0.00021285,p2sh,AS13335,GB,AS16276,GB,benign,wallet_00041
2026-09-03T19:28:37.696771+00:00,106.19.139.119,118.47.139.143,52140,8333,4db274dd49874ac661563dbb665f51601294cbf40c6ec65b9e63dbfc4f221456,"bc1qm3m5lc89jd3vqsq7prr8x4qy0j6fsf3ytqtcqz,1AepdiPPNK3LW68BQ2kqH49eEimd82u56e,3Tx15Jw4eF1uk8FdUH6qVJtbhQPuj9zx6w,bc1q2tz5alke4e2xa9ulfwtwcvnwka07k0hxytuf2f","375ewKkEKV7JsVAPTJxEhxtaDJKH46G59V,3e61z4YzxVEzP4m5h2mmbYnXTSSQLahnMb","1.25024998,0.83218538,0.20721592,0.5066389","1.39791752,1.39791752",0.00045514,p2pkh,AS8075,BR,AS15169,NL,mixer,wallet_00042
2026-09-03T20:05:03.696771+00:00,87.198.44.202,140.31.58.201,50124,8333,5f09ad6e980daf1b90d32dd27dcd10f51c8a55226d4023b9b2586acd2007663b,bc1qgweyer7p5s4urcrysefwqf7vcqsu43827nknft,bc1q7ntcu8as59dtr8vzxryplvpqdxlvf6ljhp0ylr,0.24780097,0.24755363,0.00024734,p2wpkh,AS13335,JP,AS15169,US,benign,wallet_00043
2026-09-03T19:32:41.696771+00:00,31.162.71.107,132.203.92.5,8333,8333,958422b5b0c364e3abeeec6f66accad5c3e848d55dce9d5250048547ee099ae5,1Ry8EM3ZR5uVKHbKNCeHHBD2eJoAFVtBUt,"35HJfBoWZFutk8ioPxapV7WKsAyRpJ8NrU,1PkzzGg66rrmZYvNcgvVypxxSX5RszpYfK",23.86705094,"0.22133776,23.64494089",0.00077229,p2wpkh,AS24940,CH,AS13335,CH,peel_chain,wallet_00044
2026-09-03T19:25:43.696771+00:00,201.10.255.26,105.114.23.59,50124,8333,95403514e15e164692db3fb51ba09a27f9e50a44b89aa58bbeeec7f1db2c6470,bc1q3vqhydet2ylrw6wescw5n3sndjx4kucq56fwjz,1S7YdKqAzgRL8T1mswhVorHrg6XMYNGBR9,1.02435455,1.02399837,0.00035618,p2pkh,AS7018,RU,AS24940,SG,benign,wallet_00045
2026-09-03T19:04:33.696771+00:00,194.214.23.101,189.18.124.16,50124,8333,9d682d244b447290c297443d7e8894e0bc5b910016eb769b2d62a27bee30e320,bc1qljfy7d686437f35fpkyufz7m7fx64lap6ptuxu,"bc1qlzrt007yqta5ry692s4nhpphwc8jp6qudqgurv,1GsGH4cHr3uqpjxGV3YDd1FMBbyEqVZicn",0.57329674,"0.4825975,0.09002915",0.00067009,p2sh,AS24940,NL,AS15169,CN,benign,wallet_00046
2026-09-03T18:40:49.696771+00:00,209.85.3.229,206.218.76.78,49152,8333,3047b0e3b00791cec3c610013fc29b69466c174dc1171c87f7d5abbab856c4e7,1PkzzGg66rrmZYvNcgvVypxxSX5RszpYfK,"bc1q3agz8z8vtzc0528vre9qu4vrsm7mpsmhgmhdkr,1m7Scu5FB5CFGHja4Uoty178aFinTNCqPM",23.64494089,"0.4406917,23.20382912",0.00042007,p2wpkh,AS16276,NL,AS15169,NL,peel_chain,wallet_00047
2026-09-03T19:54:25.696771+00:00,20.159.240.237,132.88.146.40,49152,8333,a824f816ac89bd65b88359d323e84ddd2a3ddcff78ffb357201ccfdee6a570d2,1m7Scu5FB5CFGHja4Uoty178aFinTNCqPM,"17xvYSNZDxsSBdSnQmQcagkQ5A5Q7Qa6zA,1fndmFgZQPERNDsRFnx4dBLiN8hS6T8FDF",23.20382912,"0.38062834,22.82275411",0.00044667,p2pkh,AS24940,CN,AS16276,RU,peel_chain,wallet_00048
2026-09-03T20:04:54.696771+00:00,39.123.93.215,74.215.142.24,50124,8333,1ec19fea8b9b5198d7a4af35807ee67b1bcdc2e90e7819196ec4bdfc82c9dcdd,37rMtZ8isaHckiWkiwr7evJuwU8cqENRSL,"1vXjiEBKqexW33Ub4R8hFPMcMXVR13EpUT,3fU41GwnBoJLVhwMFkc9dU7i6eUbaxi7jn",0.88585138,"0.59451435,0.29123223",0.0001048,p2wpkh,AS15169,GB,AS16276,CN,benign,wallet_00049
2026-09-03T19:18:13.696771+00:00,51.254.175.223,44.24.158.68,52140,8333,f1abb6eb424167f485854ae4ebf3f13a8a72eef6f681f3a6e990e34b8dcba30b,1gvyoR3KLKSqP8ZNifaxWxB6TuL2ffWb5M,"bc1q7fl2eh4p3q58crg5g7vvwj6c8uewv3vpqz3sxy,1KD16ppkTW71kRoFHuQuyNBQhosJH9b15t",1.84366719,"0.78853469,1.05461748",0.00051502,p2wpkh,AS16509,CH,AS24940,JP,benign,wallet_00050
2026-09-03T18:41:28.696771+00:00,120.194.174.241,9.247.5.153,18333,8333,f27a9219fa4405da77103208ed65f9f6e40f8e1c137e60338b7e0d5d55d891cf,bc1qmduzwe2jc0fughm376ty7l2ehny0vx235l0uyg,"3Q7m6UfioQNNUjuo5oecjiG7Cz5fhywM3j,1L2tEVQwNiaUtrLWa5Xjioh8FRuAWeWDpL",0.33386637,"0.22480168,0.10875521",0.00030948,p2pkh,AS13335,DE,AS24940,BR,benign,wallet_00051
2026-09-03T20:35:45.696771+00:00,102.70.109.82,204.194.79.134,49152,8333,d7be030948e8c84e93f84a2285ce857ea5f3163abf37696cd5cbd883b93e23b1,1VWVZuAydxGsX8Ymr5Zbvydv5RAnZh8HED,"1rrURWMcmMYv5vDQzSjhSGSgPAGpT81xAZ,bc1qgknrkflf7sam5sth9n2m5ww7uz803a2hrgxkfr",0.90626693,"0.78442774,0.12133066",0.00050853,p2wpkh,AS13335,BR,AS24940,CN,benign,wallet_00052
